"record_id","month","day","year"
58,7,18,1977
80,8,19,1977
104,8,20,1977
144,8,21,1977
149,8,21,1977
159,9,11,1977
176,9,11,1977
182,9,11,1977
184,9,11,1977
191,9,12,1977
195,9,12,1977
201,9,12,1977
205,9,12,1977
220,9,13,1977
222,9,13,1977
232,9,13,1977
239,9,13,1977
247,10,16,1977
278,10,16,1977
286,10,16,1977
309,10,17,1977
335,10,18,1977
341,10,18,1977
367,11,12,1977
385,11,13,1977
"...",,,
1270,,,
