SURVEY,YEAR,SITE,TREATMENT,BLOCK,PLOT,SPECIES,ORIGINAL_TAG,NEW_TAG,DEAD,HEIGHT,AXIS_1,AXIS_2,CIRC,MEASUREMENT,STEMS
4,2012,SOUTH,MEGA,2,S2MEGA,Balanites,92,NA,N,2.2,2.5,2.3,9,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Balanites,92,NA,N,2.38,2.6,2.1,10,D,2
1,2009,SOUTH,MEGA,2,S2MEGA,Balanites,93,NA,N,2.45,0.9,1.02,13.6,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Balanites,93,NA,N,2.8,1.1,1.1,12.8,D,1
3,2011,SOUTH,MEGA,2,S2MEGA,Balanites,93,NA,N,3.01,1.8,1.9,14,C,1
4,2012,SOUTH,MEGA,2,S2MEGA,Balanites,93,NA,N,3,2.7,1.6,15,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Balanites,93,NA,N,3.15,2.95,2.6,18.5,D,1
1,2009,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,101,NA,N,1.75,2.6,2,12.9,D,2
2,2010,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,101,NA,N,1.75,2.3,2.8,12.4,D,3
3,2011,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,101,NA,N,1.9,2.7,2.5,16,C,2
4,2012,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,101,NA,N,1.9,3.31,2.65,15,C,NA
5,2013,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,101,NA,N,1.97,2.3,2.9,14.1,D,3
1,2009,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,102,NA,N,2,1.6,1.9,28.3,D,1
2,2010,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,102,NA,N,2.1,1.9,1.7,28.9,D,1
3,2011,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,102,NA,N,1.9,2.3,2.3,35,C,1
4,2012,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,102,NA,N,1.75,2.7,2.55,16,C,NA
5,2013,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,102,NA,N,1.76,2.6,2.8,32,D,1
1,2009,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,103,NA,N,1.7,2.35,1.9,13.8,D,1
2,2010,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,103,NA,N,1.8,2.4,1.7,14.8,D,2
3,2011,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,103,NA,N,1.8,2.35,3.2,18,C,2
4,2012,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,103,NA,N,1.8,2.75,2.3,16,C,NA
5,2013,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,103,NA,N,1.91,2.35,3.7,17,D,2
1,2009,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,104,NA,N,2.6,3.1,2.4,30.3,D,2
2,2010,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,104,NA,N,2.4,3.4,2.9,30.8,D,2
3,2011,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,104,NA,N,2.8,3.2,3.5,32,C,2
4,2012,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,104,NA,N,2.7,4.05,4,35.2,C,NA
5,2013,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,104,NA,N,2.08,2.6,2.6,17,D,2
1,2009,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,105,NA,N,1.9,1.5,1.4,13.8,D,1
2,2010,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,105,NA,N,1.88,1.35,1.5,13.4,D,1
3,2011,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,105,NA,N,1.9,2.75,1.9,16,C,2
4,2012,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,105,NA,N,2.02,2.85,1.49,17,C,NA
5,2013,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,105,NA,N,2.65,4.45,5.5,33.5,D,1
1,2009,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,106,NA,N,1.4,2,1.9,9.7,D,1
2,2010,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,106,NA,N,1.6,2.4,2.1,11.7,D,2
3,2011,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,106,NA,N,1.85,2.9,3,14,C,2
4,2012,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,106,NA,N,1.75,3.6,3.4,17,C,1
5,2013,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,106,NA,N,1.8,3.5,3.1,16.5,D,2
1,2009,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,107,NA,N,0.8,1.3,1.8,6.8,D,1
2,2010,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,107,NA,N,0.85,1.7,1.6,7.1,D,3
3,2011,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,107,NA,N,1.15,1.7,1.95,14,C,2
4,2012,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,107,NA,N,1.38,4,2.2,15,C,1
5,2013,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,107,NA,N,1.7,3,2.5,12,D,2
1,2009,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,108,NA,N,1.85,2.7,2.6,14.6,D,1
2,2010,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,108,NA,N,1.9,2.25,1.9,16.2,D,1
3,2011,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,108,NA,N,2,3,2.7,18,C,1
4,2012,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,108,NA,N,1.9,3.1,2.85,19,C,NA
5,2013,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,108,NA,N,2.36,3.55,2.95,16.5,D,NA
1,2009,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,109,NA,N,1.5,2,2.5,15.5,D,1
2,2010,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,109,NA,N,1.65,1.95,2.3,14.1,D,1
3,2011,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,109,NA,N,1.89,2.4,2.2,18,C,1
4,2012,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,109,NA,N,1.85,2.45,1.9,19,C,NA
5,2013,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,109,NA,N,1.83,1.6,3.3,20,D,1
1,2009,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,110,NA,N,1.5,1.8,1.2,15.7,D,1
2,2010,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,110,NA,N,1.7,1.65,1.4,15.8,D,1
3,2011,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,110,NA,N,1.9,1.7,1.9,16,C,1
4,2012,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,110,NA,N,1.65,1.9,1.54,17,C,NA
5,2013,SOUTH,TOTAL,2,S2TOTAL,Acacia_drepanolobium,110,NA,N,1.71,2.5,1.75,16,D,1
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,123,NA,N,2.19,2.46,2.58,18,D,4
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,123,NA,N,2.4,3.1,3.5,15.3,D,1
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,123,NA,N,2.35,2.65,2.3,20,C,1
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,123,NA,N,2.15,3.6,3.4,19,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,123,NA,N,2.2,3.3,3.4,19.5,D,3
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,124,NA,N,3.4,5.4,6.12,32.3,D,5
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,124,NA,N,3.55,5.4,6.2,30.2,D,4
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,124,NA,N,3.36,6.9,6.6,37,C,4
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,124,NA,N,3.2,6.1,7.2,37,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,124,NA,N,3,4.8,5.4,37,D,4
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,125,NA,N,1.8,2.2,2.39,13.8,D,3
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,125,NA,N,2,2.6,3,11,D,4
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,125,NA,N,2.2,3,2.9,14,C,2
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,125,NA,N,2.4,3.7,3.5,15,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,125,NA,N,2.25,4.1,3.2,17.5,D,2
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,126,NA,N,2,2.3,3.35,12.1,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,126,NA,N,2.25,2.6,2.3,18.5,D,1
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,126,NA,N,2.45,2.4,3.1,19,C,2
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,126,NA,N,2.6,3.7,3.3,20,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,126,NA,N,2.93,2.8,2.7,26,D,1
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,127,NA,N,1.55,1.5,1.4,10.6,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,127,NA,N,1.85,1.4,1.65,11,D,1
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,127,NA,N,2.25,2.2,2.35,14,C,1
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,127,NA,N,2.2,2.7,2,17,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,127,NA,N,2.45,3.7,2.9,21,D,1
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,128,NA,N,2.1,2.05,1.5,13.7,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,128,NA,N,2.2,2.5,2.6,16.9,D,1
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,128,NA,N,2.3,2.5,2.45,20,C,1
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,128,NA,N,2.49,2.9,2.7,21,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,128,NA,N,2.66,3.3,3.1,23,D,1
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,129,NA,N,0.9,1.25,1.3,3.9,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,129,NA,N,2.4,3.4,3.5,22.2,D,1
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,129,NA,N,2.38,3.9,3.7,30,C,2
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,129,NA,N,2.91,4.7,4.4,27,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,129,NA,N,3.41,4.7,4.3,26,D,2
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,130,NA,N,2,3.8,3.05,16.6,D,2
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,130,NA,N,1.1,0.8,1.1,16.7,D,1
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,130,NA,N,0.92,1.2,1.1,7,C,2
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,130,NA,N,1.7,1.1,1.4,8,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,130,NA,N,1.96,1.25,1.4,9,D,2
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,131,NA,N,2.25,2.65,2.4,20,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,131,NA,N,2.42,3.1,3.2,19,D,1
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,131,NA,N,2.55,2.95,2.8,23,C,1
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,131,NA,N,2.5,3.5,3.2,25,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,131,NA,N,2.44,3.7,3.5,26,D,1
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,137,NA,N,1.65,1.8,1.75,5,D,3
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,137,NA,N,1.55,2.05,2,8.3,D,4
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,137,NA,N,2.05,1.85,1.9,7,C,3
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,137,NA,N,2.43,3.4,2.9,9,C,3
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_etbaica,137,NA,N,2.43,2.8,2.7,8,D,3
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,141,NA,N,3.3,7,4.2,28.4,D,2
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,141,NA,N,3.8,5.9,5.6,25.1,D,1
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,141,NA,N,3.69,5.2,7.3,80,C,1
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,141,NA,N,4,8.1,7.9,65,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,141,NA,N,7.25,5.8,7.1,48.5,D,4
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,142,NA,N,1.62,2.92,2.25,5.7,D,4
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,142,NA,N,1.5,3.3,2.2,6.8,D,5
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,142,NA,N,2,2,3.1,10,C,6
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,142,NA,N,2.5,3.2,2.5,10,C,2
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,142,NA,N,2.7,2.9,3.1,15.5,D,8
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,143,NA,N,2.7,3.3,3.55,23.7,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,143,NA,N,3.3,4.5,3.6,24.8,D,1
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,143,NA,N,3.6,3.9,2.7,33,C,1
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,143,NA,N,3.6,5.2,4.9,37,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,143,NA,N,4,5.8,4.5,NA,D,1
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,144,NA,N,2.9,4.06,4.57,34.6,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,144,NA,N,3,5.25,4.5,36.3,D,1
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,144,NA,N,3.25,5.5,8.1,60,C,1
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,144,NA,N,4,7.3,7.1,69,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,144,NA,N,3.95,5.9,4.8,71.5,C,1
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,145,NA,N,1.35,1.6,1.85,5.6,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,145,NA,N,1.5,2.2,2.3,5.9,D,6
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,145,NA,N,1.75,3,2.6,9,C,4
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,145,NA,N,1.85,2.7,2.8,10,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,145,NA,N,2.13,2.8,2.35,15,D,2
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,146,NA,N,3.3,2.85,4.9,27.3,D,3
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,146,NA,N,3.3,4.3,4.1,21.7,D,2
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,146,NA,N,3.14,3.4,4.6,33,C,2
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,146,NA,N,3.65,5.8,5.8,28,C,2
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,146,NA,N,3.81,5.5,5,39,D,2
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,147,NA,N,0.9,1.3,1.05,5.7,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,147,NA,N,NA,NA,NA,NA,NA,NA
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,147,NA,N,0.95,1.3,1.2,6,C,4
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,147,NA,N,0.74,1.1,1.1,6,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,147,NA,N,0.7,1.3,1.1,5.5,D,3
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,149,NA,N,10,8,7.2,45.1,D,4
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,149,NA,N,6,9,8.6,22,D,4
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,149,NA,N,7.2,9.9,10.9,69,C,3
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,149,NA,N,7.6,8.7,8.7,70,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,149,NA,N,4.7,5.3,4.8,83,C,1
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,150,NA,N,2.44,4.1,4,33.3,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,150,NA,N,2.8,4.1,3.1,33.3,D,3
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,150,NA,N,3.2,3.4,3.9,40,C,2
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,150,NA,N,4.1,5.6,5.5,30,C,2
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,150,NA,N,4.49,5.8,5.6,40.5,D,2
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,152,NA,N,2.3,2.8,2.15,11.9,D,2
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,152,NA,N,2.63,2.7,2.2,13.2,D,2
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,152,NA,N,2.71,2.9,2.7,16,C,2
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_mellifera,152,NA,N,3.34,2.6,4.2,19.5,D,2
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,161,NA,N,0.79,0.68,0.7,5.2,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,161,NA,N,1,1.1,0.8,6,D,3
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,161,NA,N,0.6,1.25,1.5,6,C,5
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,161,NA,N,0.5,1.1,0.8,5,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,161,NA,N,0.6,1.1,0.9,4,D,12
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,162,NA,N,2.27,1.94,2.08,7,D,4
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,162,NA,N,2.5,1.8,1.6,7.4,D,3
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,162,NA,N,3.31,2.05,2.15,8,C,1
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,162,NA,N,3.2,4.1,3.9,9,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,162,NA,N,3.82,3.3,4.1,9.5,D,2
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,163,NA,N,1.45,1.06,0.89,6,D,7
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,163,NA,N,1.4,1.4,1.3,6.6,D,4
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,163,NA,N,1.5,1,0.6,7,C,4
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,163,NA,N,1.15,1,0.5,7,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,163,NA,N,1.44,1.05,0.65,6.5,D,2
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,164,NA,N,1.13,1.76,1.89,7.6,D,3
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,164,NA,N,1.2,0.5,0.7,6.9,D,3
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,164,NA,N,0.61,0.6,0.8,7,C,2
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,164,NA,N,0.73,0.7,0.3,5,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,164,NA,N,0.65,1.1,0.85,5,D,3
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,165,NA,N,0.53,0.75,0.6,3.5,D,4
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,165,NA,N,0.6,0.65,0.61,4,C,2
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,165,NA,N,0.47,0.7,0.5,4,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,165,NA,N,0.55,0.55,0.6,3,D,4
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,166,NA,N,2.55,NA,NA,4.8,D,18
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,166,NA,N,2.4,3,2.1,9.9,D,16
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,166,NA,N,2.53,2.4,2.6,6,C,23
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,166,NA,N,2.5,3.5,3.1,5,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,166,NA,N,2.13,3.25,2.8,6,D,11
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,167,NA,N,1.8,1.05,1.5,5.5,D,4
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,167,NA,N,2.05,1.3,1.1,6.1,D,1
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,167,NA,N,2.25,1,1.3,6,C,1
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,167,NA,N,2.75,3,2.3,7,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,167,NA,N,2.1,2.5,1.8,8,D,1
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,168,NA,N,2.05,1.7,1.9,7.1,D,8
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,168,NA,N,2.35,2.1,2.8,8,D,7
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,168,NA,N,2.63,2.2,2.8,10,C,5
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,168,NA,N,2.25,3.3,2.6,10,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,168,NA,N,1.14,3.4,2.4,10,D,4
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,169,NA,N,2.6,2.8,4.45,8,D,17
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,169,NA,N,2.55,3.6,2.8,8.1,D,14
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,169,NA,N,2.79,4.2,3.8,8,C,26
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,169,NA,N,2.8,5,4.7,8,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,169,NA,N,3.8,5.5,4.5,15,D,16
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,170,NA,N,2.52,1.65,2.05,6.2,D,6
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,170,NA,N,2.8,1.5,1.9,9.5,D,5
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,170,NA,N,2.7,1.9,2.15,4,C,3
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,170,NA,N,2.8,3.3,5.5,5,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_brevispica,170,NA,N,3.4,3.1,3.6,4,D,6
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,181,NA,N,1,1.2,1.15,5.9,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,181,NA,N,1.1,1.1,0.95,5.3,D,2
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,181,NA,N,1.35,1.4,1.2,7,C,1
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,181,NA,N,1.3,1.2,1,8,C,1
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,181,NA,N,1.22,1.3,1.2,7,D,1
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,182,NA,N,1.75,2.8,2.2,16.2,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,182,NA,N,1.8,2.5,2.1,17.1,D,2
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,182,NA,N,1.85,1.5,2,28,C,1
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,182,NA,N,1.55,2.2,1.2,20,C,NA
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,182,NA,Y,NA,NA,NA,NA,NA,NA
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,183,NA,N,1.1,1.4,1,6.6,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,183,NA,N,1,1.4,1.1,6.7,D,2
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,183,NA,N,1.2,1.5,1,8,C,2
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,183,NA,N,1.3,1.8,0.9,8,C,NA
5,2013,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,183,NA,N,1.25,2.2,2.1,10,D,2
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,184,NA,N,1.35,1.3,1.25,4.7,D,1
3,2011,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,184,NA,N,1.5,1.5,1.3,19,C,1
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,184,NA,N,1.24,1.2,1.2,25,C,NA
4,2012,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,184,NA,Y,NA,NA,NA,NA,NA,NA
1,2009,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,185,NA,N,1.4,1.1,1.35,14.7,D,1
2,2010,SOUTH,MEGA,2,S2MEGA,Acacia_drepanolobium,185,NA,N,1.45,1.55,1.45,14.2,D,1
