"plot_id","plot_type","longitude","latitude"
1,Tower,-119.729755702592,37.1172914919891
2,Tower,-119.74319314303,37.107050520371
3,Tower,-119.736908711164,37.1074303102105
4,Distributed,-119.737801686014,37.1132977544353
5,Distributed,-119.730660417873,37.10896208445
6,Distributed,-119.742954135179,37.1054159727464
7,Distributed,-119.73739363003,37.107220697901
